Specialization,Type,Name,Spell ID,Canonical ID,Rank,Learned Level,Description,Category,HUD Row,Cooldown,Duration,Resource Cost,Aura ID,Track Mode,Tags,Wowhead Source,Notes
Fire,Ability,Flamestrike,8422,2120,Rank 3,32,"Calls down a pillar of fire, burning all enemies within the area for 
159 to 
197 Fire damage and an additional 140 Fire damage over 8 sec.",Offensive,Main,0,8,490 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=8422,
Fire,Ability,Flamestrike,8423,2120,Rank 4,40,"Calls down a pillar of fire, burning all enemies within the area for 
226 to 
279 Fire damage and an additional 196 Fire damage over 8 sec.",Offensive,Main,0,8,650 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=8423,
Fire,Ability,Flamestrike,10215,2120,Rank 5,48,"Calls down a pillar of fire, burning all enemies within the area for 
298 to 
367 Fire damage and an additional 264 Fire damage over 8 sec.",Offensive,Main,0,8,815 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=10215,
Fire,Ability,Flamestrike,10216,2120,Rank 6,56,"Calls down a pillar of fire, burning all enemies within the area for 
383 to 
468 Fire damage and an additional 340 Fire damage over 8 sec.",Offensive,Main,0,8,990 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=10216,
Fire,Ability,Flamestrike,27086,2120,Rank 7,64,"Calls down a pillar of fire, burning all enemies within the area for 
480 to 
585 Fire damage and an additional 424 Fire damage over 8 sec.",Offensive,Main,0,8,1175 Mana,,Cooldown,"AOE, DPS, PVE, TIMED_EFFECT",https://www.wowhead.com/tbc/spell=27086,
Fire,Ability,Living Bomb,400613,400613,,,"The target becomes a Living Bomb, taking Fire damage over 12 sec. After 12 sec or when dispelled, the target explodes dealing Fire damage to all enemies within 10 yards.",Offensive,Main,0,12,,,Cooldown + aura,"AOE, DPS, HAS_DOT, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=400613,
Fire,Ability,Scorch,2948,2948,Rank 1,22,"Scorch the enemy for 
56 to 
69 Fire damage.",Offensive,Main,0,,50 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=2948,
Fire,Ability,Scorch,8444,2948,Rank 2,28,"Scorch the enemy for 
81 to 
98 Fire damage.",Offensive,Main,0,,65 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=8444,
Fire,Ability,Scorch,8445,2948,Rank 3,34,"Scorch the enemy for 
105 to 
126 Fire damage.",Offensive,Main,0,,80 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=8445,
Fire,Ability,Scorch,8446,2948,Rank 4,40,"Scorch the enemy for 
139 to 
165 Fire damage.",Offensive,Main,0,,100 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=8446,
Fire,Ability,Scorch,10205,2948,Rank 5,46,"Scorch the enemy for 
168 to 
199 Fire damage.",Offensive,Main,0,,115 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=10205,
Fire,Ability,Scorch,10206,2948,Rank 6,52,"Scorch the enemy for 
207 to 
247 Fire damage.",Offensive,Main,0,,135 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=10206,
Fire,Ability,Scorch,10207,2948,Rank 7,58,"Scorch the enemy for 
241 to 
284 Fire damage.",Offensive,Main,0,,150 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=10207,
Fire,Ability,Scorch,27073,2948,Rank 8,65,"Scorch the enemy for 
278 to 
327 Fire damage.",Offensive,Main,0,,165 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=27073,
Fire,Ability,Scorch,27074,2948,Rank 9,70,"Scorch the enemy for 
305 to 
361 Fire damage.",Offensive,Main,0,,180 Mana,22959,Cooldown + aura,"DEBUFF, DPS, HAS_DEBUFF, MAINTENANCE, PVE",https://www.wowhead.com/tbc/spell=27074,
Fire,Talent Ability,Blast Wave,11113,11113,Rank 1/1,,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
160 to 
192 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,215 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=11113,Talent-required | Talent: Blast Wave
Fire,Talent Ability,Blast Wave,13018,11113,Rank 2,36,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
208 to 
249 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,270 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=13018,Talent-required
Fire,Talent Ability,Blast Wave,13019,11113,Rank 3,44,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
285 to 
338 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,355 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=13019,Talent-required
Fire,Talent Ability,Blast Wave,13020,11113,Rank 4,52,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
374 to 
443 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,450 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=13020,Talent-required
Fire,Talent Ability,Blast Wave,13021,11113,Rank 5,60,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
473 to 
556 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,545 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=13021,Talent-required
Fire,Talent Ability,Blast Wave,27133,11113,Rank 6,65,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
543 to 
638 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,555 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=27133,Talent-required
Fire,Talent Ability,Blast Wave,33933,11113,Rank 7,70,"A wave of flame radiates outward from the caster, damaging all enemies caught within the blast for 
616 to 
724 Fire damage, and Dazing them for 6 sec.",Crowd Control,Utility,30,6,620 Mana,,Cooldown,"AOE, CC_SOFT, DPS, KNOCKBACK",https://www.wowhead.com/tbc/spell=33933,Talent-required
Fire,Talent,Blazing Speed,31641,31641,Rank 1/2,,Gives you a 5% chance when hit by a melee or ranged attack to increase your movement speed by 50% and dispel all movement impairing effects. This effect lasts 8 sec.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31641,Talent: Blazing Speed; tree row 6
Fire,Talent,Blazing Speed,31642,31641,Rank 2/2,,Gives you a 10% chance when hit by a melee or ranged attack to increase your movement speed by 50% and dispel all movement impairing effects. This effect lasts 8 sec.,Talent Passive,Data only,,8,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31642,Talent: Blazing Speed; tree row 6
Fire,Talent,Burning Soul,11083,11083,Rank 1/2,,Gives your Fire spells a 35% chance to not lose casting time when you take damage and reduces the threat caused by your Fire spells by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11083,Talent: Burning Soul; tree row 3
Fire,Talent,Burning Soul,12351,11083,Rank 2/2,,Gives your Fire spells a 70% chance to not lose casting time when you take damage and reduces the threat caused by your Fire spells by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12351,Talent: Burning Soul; tree row 3
Fire,Talent Ability,Combustion,11129,11129,Rank 1/1,,"When activated, this spell causes each of your Fire damage spell hits to increase your critical strike chance with Fire damage spells by 10%. This effect lasts until you have caused 3 critical strikes with Fire spells.",Offensive,Main,180,,,,Cooldown + aura,"DPS, HAS_BUFF, MAJOR, PVE",https://www.wowhead.com/tbc/spell=11129,Talent-required | Talent: Combustion
Fire,Talent,Critical Mass,11115,11115,Rank 1/3,,Increases the critical strike chance of your Fire spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11115,Talent: Critical Mass; tree row 5
Fire,Talent,Critical Mass,11367,11115,Rank 2/3,,Increases the critical strike chance of your Fire spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11367,Talent: Critical Mass; tree row 5
Fire,Talent,Critical Mass,11368,11115,Rank 3/3,,Increases the critical strike chance of your Fire spells by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11368,Talent: Critical Mass; tree row 5
Fire,Talent Ability,Dragon's Breath,31661,31661,Rank 1/1,,"Targets in a cone in front of the caster take 
382 to 
442 Fire damage and are Disoriented for 3 sec. Any direct damaging attack will revive targets. Turns off your attack when used.",Crowd Control,Utility,20,3,475 Mana,,Cooldown,"AOE, CC_HARD, DISORIENT, DPS",https://www.wowhead.com/tbc/spell=31661,Talent-required | Talent: Dragon's Breath
Fire,Talent Ability,Dragon's Breath,33041,31661,Rank 2,56,"Targets in a cone in front of the caster take 
463 to 
536 Fire damage and are Disoriented for 3 sec. Any direct damaging attack will revive targets. Turns off your attack when used.",Crowd Control,Utility,20,3,575 Mana,,Cooldown,"AOE, CC_HARD, DISORIENT, DPS",https://www.wowhead.com/tbc/spell=33041,Talent-required
Fire,Talent Ability,Dragon's Breath,33042,31661,Rank 3,64,"Targets in a cone in front of the caster take 
584 to 
677 Fire damage and are Disoriented for 3 sec. Any direct damaging attack will revive targets. Turns off your attack when used.",Crowd Control,Utility,20,3,660 Mana,,Cooldown,"AOE, CC_HARD, DISORIENT, DPS",https://www.wowhead.com/tbc/spell=33042,Talent-required
Fire,Talent Ability,Dragon's Breath,33043,31661,Rank 4,70,"Targets in a cone in front of the caster take 
680 to 
790 Fire damage and are Disoriented for 3 sec. Any direct damaging attack will revive targets. Turns off your attack when used.",Crowd Control,Utility,20,3,700 Mana,,Cooldown,"AOE, CC_HARD, DISORIENT, DPS",https://www.wowhead.com/tbc/spell=33043,Talent-required
Fire,Talent,Empowered Fireball,31656,31656,Rank 1/5,,Your Fireball spell gains an additional 3% of your bonus spell damage effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31656,Talent: Empowered Fireball; tree row 8
Fire,Talent,Empowered Fireball,31657,31656,Rank 2/5,,Your Fireball spell gains an additional 6% of your bonus spell damage effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31657,Talent: Empowered Fireball; tree row 8
Fire,Talent,Empowered Fireball,31658,31656,Rank 3/5,,Your Fireball spell gains an additional 9% of your bonus spell damage effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31658,Talent: Empowered Fireball; tree row 8
Fire,Talent,Empowered Fireball,31659,31656,Rank 4/5,,Your Fireball spell gains an additional 12% of your bonus spell damage effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31659,Talent: Empowered Fireball; tree row 8
Fire,Talent,Empowered Fireball,31660,31656,Rank 5/5,,Your Fireball spell gains an additional 15% of your bonus spell damage effects.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31660,Talent: Empowered Fireball; tree row 8
Fire,Talent,Fire Power,11124,11124,Rank 1/5,,Increases the damage done by your Fire spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11124,Talent: Fire Power; tree row 6
Fire,Talent,Fire Power,12378,11124,Rank 2/5,,Increases the damage done by your Fire spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12378,Talent: Fire Power; tree row 6
Fire,Talent,Fire Power,12398,11124,Rank 3/5,,Increases the damage done by your Fire spells by 6%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12398,Talent: Fire Power; tree row 6
Fire,Talent,Fire Power,12399,11124,Rank 4/5,,Increases the damage done by your Fire spells by 8%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12399,Talent: Fire Power; tree row 6
Fire,Talent,Fire Power,12400,11124,Rank 5/5,,Increases the damage done by your Fire spells by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12400,Talent: Fire Power; tree row 6
Fire,Talent,Flame Throwing,11100,11100,Rank 1/2,,Increases the range of your Fire spells by 3 yards.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11100,Talent: Flame Throwing; tree row 2
Fire,Talent,Flame Throwing,12353,11100,Rank 2/2,,Increases the range of your Fire spells by 6 yards.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12353,Talent: Flame Throwing; tree row 2
Fire,Talent,Ignite,11119,11119,Rank 1/5,,Your critical strikes from Fire damage spells cause the target to burn for an additional 8% of your spell's damage over 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11119,Talent: Ignite; tree row 2
Fire,Talent,Ignite,11120,11119,Rank 2/5,,Your critical strikes from Fire damage spells cause the target to burn for an additional 16% of your spell's damage over 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11120,Talent: Ignite; tree row 2
Fire,Talent,Ignite,12846,11119,Rank 3/5,,Your critical strikes from Fire damage spells cause the target to burn for an additional 24% of your spell's damage over 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12846,Talent: Ignite; tree row 2
Fire,Talent,Ignite,12847,11119,Rank 4/5,,Your critical strikes from Fire damage spells cause the target to burn for an additional 32% of your spell's damage over 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12847,Talent: Ignite; tree row 2
Fire,Talent,Ignite,12848,11119,Rank 5/5,,Your critical strikes from Fire damage spells cause the target to burn for an additional 40% of your spell's damage over 4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12848,Talent: Ignite; tree row 2
Fire,Talent,Impact,11103,11103,Rank 1/5,,Gives your Fire spells a 2% chance to stun the target for 2 sec.,Talent Passive,Data only,,2,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11103,Talent: Impact; tree row 1
Fire,Talent,Impact,12357,11103,Rank 2/5,,Gives your Fire spells a 4% chance to stun the target for 2 sec.,Talent Passive,Data only,,2,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12357,Talent: Impact; tree row 1
Fire,Talent,Impact,12358,11103,Rank 3/5,,Gives your Fire spells a 6% chance to stun the target for 2 sec.,Talent Passive,Data only,,2,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12358,Talent: Impact; tree row 1
Fire,Talent,Impact,12359,11103,Rank 4/5,,Gives your Fire spells a 8% chance to stun the target for 2 sec.,Talent Passive,Data only,,2,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12359,Talent: Impact; tree row 1
Fire,Talent,Impact,12360,11103,Rank 5/5,,Gives your Fire spells a 10% chance to stun the target for 2 sec.,Talent Passive,Data only,,2,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12360,Talent: Impact; tree row 1
Fire,Talent,Improved Fire Blast,11078,11078,Rank 1/3,,Reduces the cooldown of your Fire Blast spell by 0.5 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11078,Talent: Improved Fire Blast; tree row 2
Fire,Talent,Improved Fire Blast,11080,11078,Rank 2/3,,Reduces the cooldown of your Fire Blast spell by 1 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11080,Talent: Improved Fire Blast; tree row 2
Fire,Talent,Improved Fire Blast,12342,11078,Rank 3/3,,Reduces the cooldown of your Fire Blast spell by 1.5 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12342,Talent: Improved Fire Blast; tree row 2
Fire,Talent,Improved Fireball,11069,11069,Rank 1/5,,Reduces the casting time of your Fireball spell by 0.1 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11069,Talent: Improved Fireball; tree row 1
Fire,Talent,Improved Fireball,12338,11069,Rank 2/5,,Reduces the casting time of your Fireball spell by 0.2 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12338,Talent: Improved Fireball; tree row 1
Fire,Talent,Improved Fireball,12339,11069,Rank 3/5,,Reduces the casting time of your Fireball spell by 0.3 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12339,Talent: Improved Fireball; tree row 1
Fire,Talent,Improved Fireball,12340,11069,Rank 4/5,,Reduces the casting time of your Fireball spell by 0.4 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12340,Talent: Improved Fireball; tree row 1
Fire,Talent,Improved Fireball,12341,11069,Rank 5/5,,Reduces the casting time of your Fireball spell by 0.5 sec.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12341,Talent: Improved Fireball; tree row 1
Fire,Talent,Improved Flamestrike,11108,11108,Rank 1/3,,Increases the critical strike chance of your Flamestrike spell by 5%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11108,Talent: Improved Flamestrike; tree row 3
Fire,Talent,Improved Flamestrike,12349,11108,Rank 2/3,,Increases the critical strike chance of your Flamestrike spell by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12349,Talent: Improved Flamestrike; tree row 3
Fire,Talent,Improved Flamestrike,12350,11108,Rank 3/3,,Increases the critical strike chance of your Flamestrike spell by 15%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12350,Talent: Improved Flamestrike; tree row 3
Fire,Talent,Improved Scorch,11095,11095,Rank 1/3,,Your Scorch spells have a 33% chance to cause your target to be vulnerable to Fire damage. This vulnerability increases the Fire damage dealt to your target by 3% and lasts 30 sec. Stacks up to 5 times.,Talent Passive,Data only,,30,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11095,Talent: Improved Scorch; tree row 4
Fire,Talent,Improved Scorch,12872,11095,Rank 2/3,,Your Scorch spells have a 66% chance to cause your target to be vulnerable to Fire damage. This vulnerability increases the Fire damage dealt to your target by 3% and lasts 30 sec. Stacks up to 5 times.,Talent Passive,Data only,,30,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12872,Talent: Improved Scorch; tree row 4
Fire,Talent,Improved Scorch,12873,11095,Rank 3/3,,Your Scorch spells have a 100% chance to cause your target to be vulnerable to Fire damage. This vulnerability increases the Fire damage dealt to your target by 3% and lasts 30 sec. Stacks up to 5 times.,Talent Passive,Data only,,30,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=12873,Talent: Improved Scorch; tree row 4
Fire,Talent,Incineration,18459,18459,Rank 1/2,,Increases the critical strike chance of your Fire Blast and Scorch spells by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18459,Talent: Incineration; tree row 3
Fire,Talent,Incineration,18460,18459,Rank 2/2,,Increases the critical strike chance of your Fire Blast and Scorch spells by 4%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=18460,Talent: Incineration; tree row 3
Fire,Talent,Master of Elements,29074,29074,Rank 1/3,,Your Fire and Frost spell criticals will refund 10% of their base mana cost.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29074,Talent: Master of Elements; tree row 4
Fire,Talent,Master of Elements,29075,29074,Rank 2/3,,Your Fire and Frost spell criticals will refund 20% of their base mana cost.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29075,Talent: Master of Elements; tree row 4
Fire,Talent,Master of Elements,29076,29074,Rank 3/3,,Your Fire and Frost spell criticals will refund 30% of their base mana cost.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=29076,Talent: Master of Elements; tree row 4
Fire,Talent,Molten Fury,31679,31679,Rank 1/2,,Increases damage of all spells against targets with less than 20% health by 10%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31679,Talent: Molten Fury; tree row 7
Fire,Talent,Molten Fury,31680,31679,Rank 2/2,,Increases damage of all spells against targets with less than 20% health by 20%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31680,Talent: Molten Fury; tree row 7
Fire,Talent,Molten Shields,11094,11094,Rank 1/2,,"Causes your Fire Ward to have a 10% chance to reflect Fire spells while active. In addition, your Molten Armor has a 50% chance to affect ranged and spell attacks.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11094,Talent: Molten Shields; tree row 4
Fire,Talent,Molten Shields,13043,11094,Rank 2/2,,"Causes your Fire Ward to have a 20% chance to reflect Fire spells while active. In addition, your Molten Armor has a 100% chance to affect ranged and spell attacks.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=13043,Talent: Molten Shields; tree row 4
Fire,Talent,Playing with Fire,31638,31638,Rank 1/3,,Increases all spell damage caused by 1% and all spell damage taken by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31638,Talent: Playing with Fire; tree row 5
Fire,Talent,Playing with Fire,31639,31638,Rank 2/3,,Increases all spell damage caused by 2% and all spell damage taken by 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31639,Talent: Playing with Fire; tree row 5
Fire,Talent,Playing with Fire,31640,31638,Rank 3/3,,Increases all spell damage caused by 3% and all spell damage taken by 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31640,Talent: Playing with Fire; tree row 5
Fire,Talent,Pyroblast,11366,11366,Rank 1/1,,"Hurls an immense fiery boulder that causes 
148 to 
195 Fire damage and an additional 56 Fire damage over 12 sec.",Talent Passive,Data only,,,125 Mana,,Data only,TALENT,https://www.wowhead.com/tbc/spell=11366,Talent: Pyroblast; tree row 3
Fire,Talent,Pyromaniac,34293,34293,Rank 1/3,,Increases chance to critically hit and reduces the mana cost of all Fire spells by an additional 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34293,Talent: Pyromaniac; tree row 7
Fire,Talent,Pyromaniac,34295,34293,Rank 2/3,,Increases chance to critically hit and reduces the mana cost of all Fire spells by an additional 2%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34295,Talent: Pyromaniac; tree row 7
Fire,Talent,Pyromaniac,34296,34293,Rank 3/3,,Increases chance to critically hit and reduces the mana cost of all Fire spells by an additional 3%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=34296,Talent: Pyromaniac; tree row 7
"Fire, Frost",Ability,Frostfire Bolt,401502,401502,,,"Launches a bolt of frostfire at the enemy, causing Frostfire damage, slowing the target's movement, and causing additional damage over time.",Offensive,Main,0,,,,Cooldown + aura,"DPS, HAS_DOT, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=401502,
Frost,Ability,Blizzard,10,10,Rank 1,20,"Ice shards pelt the target area doing (
26 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,320 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=10,
Frost,Ability,Blizzard,6141,10,Rank 2,28,"Ice shards pelt the target area doing (
45 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,520 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=6141,
Frost,Ability,Blizzard,8427,10,Rank 3,36,"Ice shards pelt the target area doing (
66 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,720 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=8427,
Frost,Ability,Blizzard,10185,10,Rank 4,44,"Ice shards pelt the target area doing (
92 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,935 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=10185,
Frost,Ability,Blizzard,10186,10,Rank 5,52,"Ice shards pelt the target area doing (
119 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,1160 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=10186,
Frost,Ability,Blizzard,10187,10,Rank 6,60,"Ice shards pelt the target area doing (
151 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,1400 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=10187,
Frost,Ability,Blizzard,27085,10,Rank 7,68,"Ice shards pelt the target area doing (
185 * 8) Frost damage over 8 sec.",Offensive,Main,0,8,1645 Mana,,Cooldown,"AOE, DPS, PVE",https://www.wowhead.com/tbc/spell=27085,
Frost,Ability,Deep Freeze,428739,428739,,,Stuns the target for 5 sec. Only usable on Frozen targets. Deals a high amount of damage to targets permanently immune to stuns.,Crowd Control,Utility,30,5,,,Cooldown,"CC_HARD, MINOR, PVE_PVP",https://www.wowhead.com/tbc/spell=428739,
Frost,Ability,Frozen Orb,440802,440802,,,"Launches an orb of swirling ice which rapidly moves forward, dealing Frost damage and chilling enemies it passes through over 15 sec.",Offensive,Main,60,15,,,Cooldown,"AOE, DPS, MAJOR, OFFENSIVE_CD, PVE_PVP",https://www.wowhead.com/tbc/spell=440802,
Frost,Ability,Ice Lance,400640,400640,,,Quickly deals Frost damage. Causes triple damage against Frozen targets.,Offensive,Main,0,,,,Cooldown,"DPS, PVE_PVP, ROTATIONAL",https://www.wowhead.com/tbc/spell=400640,
Frost,Ability,Icy Veins,425121,425121,,,"Hastens your spellcasting, increasing spell casting speed by 20% and reducing the pushback suffered from damaging attacks while casting. Lasts 20 sec.",Offensive,Main,180,20,,,Cooldown + aura,"DPS, HAS_BUFF, MAJOR, OFFENSIVE_CD, PVE_PVP",https://www.wowhead.com/tbc/spell=425121,
Frost,Talent,Arctic Reach,16757,16757,Rank 1/2,,"Increases the range of your Frostbolt, Ice Lance and Blizzard spells and the radius of your Frost Nova and Cone of Cold spells by 10%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16757,Talent: Arctic Reach; tree row 4
Frost,Talent,Arctic Reach,16758,16757,Rank 2/2,,"Increases the range of your Frostbolt, Ice Lance and Blizzard spells and the radius of your Frost Nova and Cone of Cold spells by 20%.",Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=16758,Talent: Arctic Reach; tree row 4
Frost,Talent,Arctic Winds,31674,31674,Rank 1/5,,Increases all Frost damage you cause by 1% and reduces the chance melee and ranged attacks will hit you by 1%.,Talent Passive,Data only,,,,,Data only,TALENT,https://www.wowhead.com/tbc/spell=31674,Talent: Arctic Winds; tree row 7
